"Numero";"Edad";"Genero";"EstadoCivil";"NivelEducativo";"paisPregunta";"Provincia";"SituacionLaboral";"CondicionLaboral";"RubroLaboral";"Estabilidad";"ClaseSocial";"CoberturaMedica";"PersonasACargo";"Vivienda";"Ahorros";"Inversiones";"Alineacion";"Religion";"Vehiculo";"Television";"Internet";"Fuma";"Crisis";"ganancia1_final";"ganancia1_anterior";"ganancia1_recorrido";"ganancia2_final";"ganancia2_anterior";"ganancia2_recorrido";"ganancia3_final";"ganancia3_anterior";"ganancia3_recorrido";"perdida1_final";"perdida1_anterior";"perdida1_recorrido";"perdida2_final";"perdida2_anterior";"perdida2_recorrido";"perdida3_final";"perdida3_anterior";"perdida3_recorrido";"mix1_final";"mix1_anterior";"mix1_recorrido";"mix2_final";"mix2_anterior";"mix2_recorrido";"mix3_final";"mix3_anterior";"mix3_recorrido";"cambiarRespuesta"
"476";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"4";"7";"NO|NO|NO|NO|NO|";"406";"437";"NO|NO|SI|SI|IN|";"4687";"4375";"NO|NO|SI|SI|SI|";"140";"143";"NO|SI|NO|NO|SI|";"218";"187";"SI|SI|SI|NO|NO|";"4687";"4375";"SI|SI|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"67";"80";"NO|NO|NO|SI|NO|";"426";"285";"NO|NO|NO|NO|SI|";"No"
"477";"25 a 34";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"Sector privado";"Inseguro";"Clase media";"Ninguna";"0";"Propietario";"Si";"Moneda extranjera";"Derecha";"Cristianismo evangélico";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"1";"90";"93";"NO|SI|SI|SI|NO|";"906";"937";"NO|SI|SI|SI|NO|";"2187";"1875";"NO|NO|NO|SI|SI|";"116";"119";"NO|SI|SI|NO|SI|";"844";"813";"SI|NO|NO|SI|NO|";"15313";"15625";"NO|NO|SI|SI|SI|";"72";"74";"NO|SI|SI|NO|NO|";"375";"403";"NO|NO|SI|SI|NO|";"573";"636";"NO|NO|SI|NO|NO|";"No"
"478";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"ONG u otros";"Sin respuesta";"Clase baja";"Obra social";"0";"Propietario";"No";"Ninguno";"Derecha";"Cristianismo evangélico";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"1";"4";"7";"NO|NO|IN|IN|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"178";"181";"NO|NO|NO|SI|SI|";"1532";"1563";"NO|NO|SI|SI|SI|";"12187";"11875";"NO|SI|SI|NO|NO|";"2";"2";"NO|NO|SI|SI|SI|";"21";"20";"NO|NO|SI|SI|SI|";"219";"205";"NO|NO|SI|SI|SI|";"No"
"479";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Otros";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Alquila";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"No";"Wifi por cable";"No";"0";"90";"93";"NO|SI|SI|SI|NO|";"1032";"1063";"SI|NO|NO|NO|NO|";"937";"625";"NO|NO|NO|NO|SI|";"96";"93";"SI|NO|NO|NO|NO|";"718";"687";"SI|NO|SI|NO|NO|";"2187";"1875";"SI|SI|SI|NO|NO|";"96";"98";"SI|NO|NO|NO|IN|";"1082";"1114";"SI|NO|NO|NO|NO|";"807";"831";"SI|NO|NO|NO|NO|";"No"
"480";"45 a 54";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Otras";"2";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Sin respuesta";"Tengo 2";"Si";"Wifi por cable";"No";"3 o más";"160";"157";"SI|SI|NO|NO|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"14687";"14375";"SI|NO|SI|SI|SI|";"46";"43";"SI|SI|NO|NO|NO|";"718";"687";"SI|NO|SI|NO|NO|";"7187";"6875";"SI|NO|SI|NO|NO|";"166";"170";"SI|NO|NO|NO|NO|";"61";"122";"NO|NO|NO|NO|NO|";"456";"910";"NO|NO|NO|NO|NO|";"No"
"481";"Menores a 18";"Masculino";"Soltero/a";"Secundario completo";"Otros";;"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";;"No";"Otros";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"1";"34";"31";"NO|NO|SI|IN|SI|";"218";"187";"NO|NO|NO|SI|SI|";"313";"625";"NO|NO|NO|NO|NO|";"46";"43";"SI|SI|NO|NO|NO|";"94";"63";"SI|SI|SI|SI|NO|";"313";"625";"SI|SI|SI|SI|SI|";"23";"22";"NO|SI|NO|SI|SI|";"44";"38";"NO|NO|NO|SI|SI|";"251";"265";"NO|SI|NO|NO|NO|";"No"
"482";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Otras";"0";"Propietario";"No";"Fondo Común de Inversión";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"3 o más";"172";"169";"SI|SI|NO|SI|SI|";"1406";"1437";"SI|NO|SI|SI|NO|";"5937";"5625";"NO|SI|NO|NO|SI|";"46";"43";"SI|SI|NO|NO|NO|";"468";"437";"SI|SI|NO|NO|NO|";"2187";"1875";"SI|SI|SI|NO|NO|";"261";"266";"SI|SI|NO|NO|NO|";"2177";"2221";"SI|SI|NO|NO|NO|";"10297";"10477";"SI|SI|SI|NO|NO|";"Sin respuesta"
"483";"Menores a 18";"Masculino";"Soltero/a";"Secundario incompleto";"Otros";"Ciudad Autónoma de Buenos Aires";"Otros";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"3 o más";"Propietario";"Si";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por cable";"No";"1";"46";"43";"NO|NO|SI|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"15937";"15625";"SI|SI|NO|NO|SI|";"104";"107";"NO|SI|SI|SI|SI|";"782";"813";"SI|NO|NO|SI|SI|";"8437";"8125";"SI|NO|NO|SI|NO|";"47";"48";"SI|NO|NO|NO|NO|";"467";"481";"SI|NO|NO|NO|NO|";"16275";"16768";"SI|NO|NO|NO|NO|";"Si"
"484";"45 a 54";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Galeno";"2";"Propietario";"No";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"16";"19";"NO|NO|NO|SI|NO|";"468";"437";"NO|NO|SI|SI|SI|";"2187";"1875";"NO|NO|NO|SI|SI|";"140";"143";"NO|SI|NO|NO|SI|";"968";"937";"SI|NO|NO|NO|NO|";"10313";"10625";"NO|SI|SI|SI|SI|";"32";"32";"SI|SI|SI|SI|SI|";"437";"423";"NO|SI|SI|SI|SI|";"3111";"3174";"SI|SI|NO|NO|NO|";"Si"
"485";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Otros";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Alquila";"Si";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"0";"96";"93";"NO|SI|SI|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"937";"625";"NO|NO|NO|NO|SI|";"178";"181";"NO|NO|NO|SI|SI|";"218";"187";"SI|SI|SI|NO|NO|";"5313";"5625";"SI|NO|SI|SI|SI|";"100";"102";"SI|NO|NO|NO|NO|";"551";"537";"SI|NO|NO|SI|SI|";"951";"927";"SI|NO|NO|SI|SI|";"No"
"486";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OSDE";"0";"Propietario";"Si";"Ninguno";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"22";"19";"NO|NO|NO|SI|SI|";"906";"937";"NO|SI|SI|SI|NO|";"9063";"9375";"NO|SI|SI|SI|NO|";"90";"93";"SI|NO|NO|NO|SI|";"1032";"1063";"NO|SI|SI|SI|SI|";"12813";"13125";"NO|SI|NO|SI|SI|";"32";"32";"SI|SI|NO|NO|NO|";"1007";"979";"SI|NO|NO|NO|SI|";"10084";"9796";"SI|NO|NO|NO|SI|";"No"
"487";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No registrado (trabajo en negr";"No trabaja";"Seguro";"Clase baja";"OSDE";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Judaísmo";"No tengo vehículo propio";"Si";"Wifi por cable";"Si";"1";"160";"157";"SI|SI|NO|IN|SI|";"1594";"1563";"SI|SI|IN|NO|SI|";"11563";"11875";"SI|IN|NO|SI|IN|";"140";"143";"NO|SI|IN|IN|SI|";"1656";"1687";"IN|IN|SI|NO|SI|";"13437";"13125";"IN|SI|NO|SI|IN|";"104";"108";"IN|SI|NO|SI|IN|";"51";"100";"IN|IN|IN|IN|IN|";"369";"735";"IN|IN|IN|IN|IN|";"Si"
"488";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"0";"4";"7";"NO|NO|NO|NO|NO|";"718";"687";"NO|SI|NO|SI|SI|";"4063";"4375";"NO|NO|SI|SI|NO|";"60";"57";"SI|NO|SI|SI|NO|";"94";"63";"SI|SI|SI|SI|NO|";"313";"625";"SI|SI|SI|SI|SI|";"6";"6";"SI|NO|SI|SI|NO|";"199";"220";"NO|NO|SI|NO|NO|";"135";"266";"NO|NO|NO|NO|NO|";"No"
"489";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Otras";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"4";"7";"NO|NO|NO|NO|NO|";"718";"687";"NO|SI|NO|SI|SI|";"2187";"1875";"NO|NO|NO|SI|SI|";"116";"119";"NO|SI|SI|NO|SI|";"1468";"1437";"IN|SI|NO|IN|IN|";"14687";"14375";"NO|SI|NO|NO|IN|";"2";"2";"NO|NO|NO|NO|NO|";"199";"220";"NO|NO|SI|NO|NO|";"319";"382";"NO|NO|NO|SI|NO|";"No"
"490";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Otros";;"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Propietario";"Si";"Plazo fijo";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"46";"43";"NO|NO|SI|SI|SI|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"122";"119";"IN|SI|SI|IN|IN|";"1218";"1187";"NO|SI|SI|NO|NO|";"17813";"18125";"NO|NO|NO|SI|SI|";"3";"4";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"491";"Menores a 18";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"Ocasionalmente";"0";"28";"31";"NO|NO|SI|NO|NO|";"1782";"1813";"SI|SI|SI|NO|NO|";"5937";"5625";"NO|SI|NO|NO|SI|";"110";"107";"NO|SI|SI|SI|NO|";"718";"687";"SI|NO|SI|NO|NO|";"6563";"6875";"SI|NO|SI|NO|SI|";"48";"48";"SI|SI|NO|SI|NO|";"2976";"3032";"SI|SI|NO|SI|NO|";"7767";"7587";"SI|NO|SI|NO|SI|";"Si"
"492";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Inseguro";"Clase media";"Galeno";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Sin respuesta";"Tengo 1";"Si";"Wifi por cable";"No";"2";"96";"93";"NO|SI|SI|SI|SI|";"968";"937";"NO|SI|SI|SI|SI|";"7187";"6875";"NO|SI|NO|SI|SI|";"90";"93";"SI|NO|NO|NO|SI|";"968";"937";"SI|NO|NO|NO|NO|";"12187";"11875";"NO|SI|SI|NO|NO|";"114";"112";"SI|NO|NO|SI|SI|";"1459";"1488";"SI|SI|NO|NO|NO|";"7253";"7472";"SI|NO|NO|IN|IN|";"Si"
"493";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Otros";;"Otros";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Ninguna";"0";"Propietario";"Si";"Otros";"Centro";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"40";"43";"NO|NO|SI|SI|NO|";"968";"937";"NO|SI|SI|SI|SI|";"5937";"5625";"NO|SI|NO|NO|SI|";"154";"157";"NO|NO|SI|SI|SI|";"1344";"1313";"NO|SI|NO|SI|NO|";"5313";"5625";"SI|NO|SI|SI|SI|";"23";"24";"NO|SI|NO|NO|NO|";"207";"178";"NO|NO|NO|SI|SI|";"543";"363";"NO|NO|NO|NO|SI|";"Si"
"494";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Ninguna";"0";"Propietario";"No";"Plazo fijo";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"0";"96";"93";"NO|SI|SI|SI|SI|";"718";"687";"NO|SI|NO|SI|SI|";"2813";"3125";"NO|NO|SI|NO|NO|";"96";"93";"SI|NO|NO|NO|NO|";"782";"813";"SI|NO|NO|SI|SI|";"2813";"3125";"SI|SI|NO|SI|SI|";"88";"86";"IN|SI|SI|SI|SI|";"549";"570";"IN|SI|SI|NO|NO|";"1949";"2041";"IN|SI|NO|SI|NO|";"Si"
"495";"Menores a 18";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Otros";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Alquila";"No";"Otros";"Izquierda";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"0";"46";"43";"NO|NO|SI|SI|SI|";"594";"563";"NO|SI|NO|NO|SI|";"4687";"4375";"NO|NO|SI|SI|SI|";"104";"107";"NO|SI|SI|SI|SI|";"1094";"1063";"NO|SI|SI|SI|NO|";"10937";"10625";"NO|SI|SI|SI|NO|";"19";"18";"NO|NO|SI|SI|SI|";"235";"253";"NO|NO|SI|SI|NO|";"992";"851";"NO|NO|NO|SI|SI|";"Si"
"496";"18 a 24";"Masculino";"Soltero/a";"Maestría completa o mayor";"Otros";"Ciudad Autónoma de Buenos Aires";"Trabajador independiente";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase alta";;"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Ateo/a o Agnóstico/a";"Tengo 3 o más";"Si";"Wifi por fibra óptica";"No";"0";"90";"93";"NO|SI|SI|SI|NO|";"1218";"1187";"SI|IN|NO|SI|SI|";"937";"625";"NO|NO|NO|NO|SI|";"190";"193";"IN|IN|IN|NO|SI|";"1906";"1937";"IN|NO|NO|NO|SI|";"7187";"6875";"SI|NO|SI|IN|IN|";"64";"62";"NO|SI|IN|SI|SI|";"39";"76";"IN|IN|IN|IN|IN|";"1535";"1511";"SI|SI|SI|SI|SI|";"No"
"497";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"46";"43";"NO|NO|SI|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"3437";"3125";"NO|NO|SI|NO|SI|";"40";"43";"SI|SI|NO|NO|SI|";"406";"437";"SI|SI|NO|NO|SI|";"4687";"4375";"SI|SI|NO|NO|IN|";"29";"30";"NO|SI|IN|SI|NO|";"325";"311";"IN|SI|NO|SI|SI|";"2154";"2256";"IN|SI|NO|SI|IN|";"Si"
"498";"18 a 24";"Femenino";"Soltero/a";"Secundario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Alquila";"Si";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por cable";"Ocasionalmente";"0";"196";"193";"SI|SI|SI|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"19687";"19375";"SI|SI|SI|SI|SI|";"196";"193";"IN|IN|IN|IN|IN|";"1032";"1063";"IN|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"213";"207";"SI|IN|IN|NO|SI|";"3843";"3782";"SI|SI|SI|SI|SI|";"1833";"1223";"IN|IN|IN|IN|SI|";"Si"
"499";"35 a 44";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"No registrado (trabajo en negr";"Sector privado";"Seguro";"Clase media";"Ninguna";"2";"Hipotecado";"Si";"Plazo fijo";"Centro";"Catolicismo";"Tengo 2";"Si";"Wifi por cable";"No";"3 o más";"172";"169";"SI|SI|NO|SI|SI|";"1906";"1937";"SI|SI|SI|SI|NO|";"9687";"9375";"NO|SI|SI|SI|SI|";"96";"93";"SI|NO|NO|NO|NO|";"968";"937";"SI|NO|NO|NO|NO|";"9687";"9375";"SI|NO|NO|NO|NO|";"303";"308";"SI|SI|SI|NO|NO|";"2941";"3001";"SI|SI|NO|NO|NO|";"9831";"10128";"SI|NO|NO|NO|NO|";"No"
"500";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"No";"Ninguno";"Derecha";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"134";"131";"SI|NO|SI|IN|SI|";"968";"937";"NO|SI|SI|SI|SI|";"7187";"6875";"NO|SI|NO|SI|SI|";"196";"193";"IN|IN|IN|IN|IN|";"1968";"1937";"NO|NO|IN|IN|IN|";"19687";"19375";"NO|NO|NO|NO|NO|";"161";"157";"SI|NO|NO|SI|SI|";"1101";"1130";"SI|NO|NO|SI|NO|";"3737";"3956";"NO|SI|NO|NO|NO|";"No"
"501";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"No";"Wifi por cable";"No";"3 o más";"16";"19";"NO|NO|NO|SI|IN|";"1594";"1563";"SI|SI|NO|IN|SI|";"5937";"5625";"IN|SI|NO|IN|SI|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"17813";"18125";"IN|IN|IN|SI|SI|";"8";"8";"NO|NO|SI|SI|SI|";"149";"100";"NO|NO|NO|NO|SI|";"183";"363";"NO|NO|NO|NO|NO|";"No"
"502";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Inseguro";"Clase media";"Swiss Medical";"0";"Alquila";"Si";"Plazo fijo";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"46";"43";"NO|NO|SI|SI|SI|";"968";"937";"NO|SI|SI|SI|SI|";"9063";"9375";"NO|SI|SI|SI|NO|";"90";"93";"SI|NO|NO|NO|SI|";"782";"813";"SI|NO|NO|SI|SI|";"10313";"10625";"NO|SI|SI|SI|SI|";"25";"26";"IN|SI|NO|NO|NO|";"445";"416";"NO|NO|SI|SI|SI|";"3746";"4034";"NO|NO|SI|SI|NO|";"No"
"503";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Ninguna";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"96";"93";"NO|SI|SI|SI|SI|";"968";"937";"NO|SI|SI|SI|SI|";"9063";"9375";"NO|SI|SI|SI|NO|";"154";"157";"NO|NO|SI|SI|SI|";"1032";"1063";"NO|SI|SI|SI|SI|";"5937";"5625";"SI|NO|SI|SI|NO|";"66";"64";"NO|SI|NO|SI|SI|";"745";"774";"NO|SI|SI|NO|NO|";"6050";"6338";"NO|SI|NO|SI|NO|";"No"
"504";"Menores a 18";"Masculino";"Soltero/a";"Secundario incompleto";"Otros";;"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Alquila";"Si";"Acciones";"Sin respuesta";"Otras";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"4";"7";"NO|NO|NO|NO|NO|";"532";"563";"NO|SI|NO|NO|NO|";"7187";"6875";"NO|SI|NO|SI|SI|";"54";"57";"SI|NO|SI|SI|SI|";"532";"563";"SI|NO|SI|SI|SI|";"5313";"5625";"SI|NO|SI|SI|SI|";"6";"6";"SI|NO|SI|SI|SI|";"599";"582";"SI|NO|NO|NO|SI|";"7253";"7472";"SI|NO|NO|NO|NO|";"Si"
"505";"25 a 34";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Obra social";"0";"Propietario";"No";"Ninguno";"Centro";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por fibra óptica";"No";"2";"160";"157";"SI|SI|NO|NO|SI|";"1094";"1063";"SI|NO|NO|IN|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"90";"93";"SI|NO|NO|NO|SI|";"718";"687";"SI|NO|SI|NO|IN|";"4063";"4375";"SI|SI|NO|NO|SI|";"222";"226";"SI|NO|SI|SI|NO|";"1382";"1415";"SI|NO|SI|NO|NO|";"10425";"10128";"SI|NO|NO|NO|SI|";"Si"
"506";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Swiss Medical";"0";"Propietario";"No";"Ninguno";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"140";"143";"SI|NO|SI|SI|NO|";"1282";"1313";"SI|NO|SI|NO|NO|";"14687";"14375";"SI|NO|SI|SI|SI|";"4";"7";"SI|SI|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"147";"151";"SI|NO|NO|NO|NO|";"1338";"1378";"SI|NO|NO|NO|NO|";"14986";"15440";"SI|NO|NO|NO|NO|";"No"
"507";"25 a 34";"Masculino";"Soltero/a";"Maestría incompleta ";"Otros";;"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Otras";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"146";"143";"SI|NO|SI|SI|SI|";"906";"937";"NO|SI|SI|SI|NO|";"10313";"10625";"SI|NO|NO|NO|NO|";"96";"93";"SI|NO|NO|NO|NO|";"468";"437";"SI|SI|NO|NO|NO|";"14687";"14375";"NO|SI|IN|IN|IN|";"149";"153";"SI|NO|NO|NO|NO|";"431";"403";"NO|NO|SI|SI|SI|";"2945";"3272";"NO|NO|SI|NO|NO|";"No"
"508";"45 a 54";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Otros";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase baja";"Obra social";"1";"Alquila";"No";"Ninguno";"Derecha";"Sin respuesta";"No tengo vehículo propio";"No";"Wifi por cable";"No";"1";"78";"81";"NO|SI|SI|NO|NO|";"718";"687";"NO|SI|NO|SI|SI|";"4063";"4375";"NO|NO|SI|SI|NO|";"104";"107";"NO|SI|SI|SI|SI|";"1094";"1063";"NO|SI|SI|SI|NO|";"10313";"10625";"NO|SI|SI|SI|SI|";"18";"16";"IN|NO|NO|SI|SI|";"591";"570";"NO|SI|SI|NO|SI|";"1977";"1846";"NO|NO|SI|SI|SI|";"No"
